host_id,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,location_cluster,naming_cluster,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_encoded
68517554,1.3854,103.84322,1,0,0.0,2,0,5,4,False,True,False,117.26315789473684
133558637,1.37238,103.90064,1,0,0.0,1,363,6,4,False,True,False,141.26923076923077
24038248,1.38344,103.86916,2,13,2.73,5,42,6,4,False,True,False,91.31111111111112
251870946,1.36315,103.89238,30,0,0.0,1,365,6,0,False,True,False,141.26923076923077
122947666,1.36852,103.84274,1,8,0.32,1,0,3,0,False,True,False,117.26315789473684
184596,1.36419,103.8774,2,6,0.18,1,346,6,1,True,False,False,141.26923076923077
120827688,1.40427,103.90333,30,68,2.36,1,34,6,4,False,True,False,86.95454545454545
44631130,1.40437,103.90284,10,0,0.0,1,0,6,1,True,False,False,86.95454545454545
147986923,1.392,103.88174,30,1,0.05,1,224,6,3,True,False,False,82.68
59498,1.37478,103.83141,2,26,0.43,3,360,3,0,False,True,False,117.26315789473684
137302887,1.39103,103.89511,2,5,3.95,1,172,6,2,False,True,False,82.68
237131449,1.36848,103.89754,2,16,2.49,2,145,6,3,False,True,False,141.26923076923077
1472637,1.3878,103.88783,2,24,0.52,1,0,6,1,True,False,False,82.68
59498,1.37398,103.83069,2,43,0.7,3,355,3,2,False,True,False,117.26315789473684
3297430,1.36208,103.8906,5,1,0.28,1,0,6,1,True,False,False,141.26923076923077
22554193,1.36897,103.85509,3,1,0.02,2,178,3,4,False,True,False,117.26315789473684
2221494,1.36216,103.87775,30,69,1.77,2,180,6,4,False,True,False,141.26923076923077
282327651,1.39246,103.90766,1,1,1.0,1,326,6,4,False,True,False,82.68
29023271,1.35411,103.86946,1,0,0.0,1,0,3,4,False,True,False,91.31111111111112
4602014,1.37037,103.90052,30,20,0.25,3,361,6,4,False,True,False,141.26923076923077
6727323,1.3448,103.86144,3,42,0.72,3,40,3,0,False,True,False,91.31111111111112
